0~499 Day Event,,,,,,,,,,,,,,,,
500~999 Story,,,,,,,,,,,,,,,,
1000~1999 퀘스트보드,,,,,,,,,,,,,,,,
"2000~9999 NPC이벤트",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Type(Bubble:Quest),ID,keyName,index,optionString,mainText_KR,mainText_EN,mainText_JP,mainText_SCC,,,Title_KR,Title_EN,Title_JP,Title_SCC,,
,,,16,@Target::Player::Target,응원할게요.,Good luck!,応援してます。,为您加油。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12020,Lightning_FirstClear,0,@Target::Player::Target @Action::Racing_Certificate::Action,안녕하세요.,Hello.,こんにちは。,你好。,,,,,,,,
,,,1, @Target::Lightning::Target,앗. 지난번에 초보자 던전에 대해서 알려준 모험가잖아?,Ah! You're the adventurer who told me about the Novice Dungeon last time!,あっ！この前- 見習いダンジョンのことを教えてくれた冒険者じゃない！,啊！你是上次告诉我新手地下城消息的冒险者！,,,,,,,,
,,,2,,그땐 고마웠어~ \덕분에 가장 먼저 1등 기록을 세웠거든.,Thanks for that~ \Thanks to you- I set the first record.,その時はありがとう〜 \おかげで一番最初に記録を作れたわ。,那次真是谢谢你了~ \多亏你- 我才能创造第一个记录。,,,,,,,,
,,,3,@Target::Player::Target,축하해요. \대단하시네요.,Congratulations! \That's amazing.,おめでとうございます！\すごいですね。,恭喜你！\真了不起。,,,,,,,,
,,,4, @Target::Lightning::Target,그야- 나는 최고의 던전 레이서니까.,Of course- I am the greatest Dungeon Racer after all.,当たり前よ- 私は最高のダンジョンレーサーだもの。,那是当然- 我可是最强的地下城竞速者。,,,,,,,,
,,,5,,아무튼 말이야- \예전과 다르게 초보자 던전을 찾는 사람이 많은 것 같아.,By the way- \It seems more people are visiting the Novice Dungeon than before.,そういえばね- \前と違って見習いダンジョンを訪れる人が多くなってきたみたい。,话说- \和以前不同- 来新手地下城的人好像变多了。,,,,,,,,
,,,6,,다른 레이서들도 초보자 던전의 [던전경주] 기록에 관심을 갖지 뭐야? ,Maybe other racers should get interested in the Dungeon Racing records here too?,他のレーサーも見習いダンジョンのダンジョンレース記録に興味を持ってくれればいいのに。,其他竞速者也该对新手地下城的竞速记录感兴趣了吧？,,,,,,,,
,,,7,@Target::Player::Target,좋은 소식이네요.,That's good news.,いいニュースですね。,这是好消息呢。,,,,,,,,
,,,8, @Target::Lightning::Target,그래서 맘껏 자랑하고 초보자 던전에 대해서도 더 말해주고 왔어.,So I went around bragging and telling everyone more about the Novice Dungeon.,だから- 思いっきり自慢して- 見習いダンジョンのことももっと話してきたわ。,所以我到处炫耀- 也多说了些关于新手地下城的事。,,,,,,,,
,,,9,@Target::Player::Target,던전이 더 유명해지겠네요.,The dungeon will become more famous.,ダンジョンはもっと有名になりそうですね。,地下城会变得更有名吧。,,,,,,,,
,,,10, @Target::Lightning::Target,그렇지 않을까?,Don't you think so?,そうなりそうでしょ？,你说是吧？,,,,,,,,
,,,11,@Target::Player::Target,아무튼- 다시 한번 축하해요.,Well- congratulations again.,とにかく- もう一度おめでとうございます。,那么- 再次祝贺你。,,,,,,,,
,,,12, @Target::Lightning::Target,고마워. \아- 혹시 또 던전에 대한 새로운 소식 있으면 알려줘~,Thanks. \Oh- let me know if you hear any new news about the dungeon~,ありがとう。\あ- もしダンジョンの新しい情報があったら教えてね〜,谢谢。\啊- 如果有地下城的新消息记得告诉我哦~,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12300,Lightning_Enter_First,0,@Camera::Lightning::Camera,좋아. 이곳이 초보자 던전이었지? ,Alright. This is the Novice Dungeon- right?,よし。ここが見習いダンジョンね？,好- 这里就是新手地下城吧？,,,,,,,,
,,,1,,간단한 던전일 테니 빠르게 1등 기록을 세워보는 거야!,Should be a simple dungeon- time to set a new record!,簡単なダンジョンのはず- 早速記録を作ってやるわ！,应该是个简单的地下城- 赶快去创造记录！,,,,,,,,
,,,2,,장애물과 몬스터를 모두 피해서 가장 빠르게 도착하면 성공이지.,Success means reaching the goal fastest while avoiding all obstacles and monsters.,障害物とモンスターを全て避けて- 一番早く到着すれば成功よ。,避开所有障碍和怪物- 最快到达就算成功。,,,,,,,,
,,,3,,자- 가볼까?,Well- shall we begin?,さあ- 行ってみましょうか？,那么- 开始吧？,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12301,Lightning_Enter,0,@Camera::Lightning::Camera,자- 다시 [던전경주] 시작이야!,Time to start another Dungeon Race!,さあ- またダンジョンレースの始まりよ！,好- 又是一场地下城竞速赛的开始！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12310,Lightning_Fail_First,0,@Camera::Lightning::Camera,아앗- 아쉽게 실패했네.,Ah- failed by a hair.,あぁ- 惜しくも失敗ね。,啊- 可惜失败了。,,,,,,,,
,,,1,,동선을 다시 짜봐야 하나?,Maybe I should rework my route?,ルートを立て直す必要があるかしら？,是不是该重新规划路线呢？,,,,,,,,
,,,2,,내일 다시 도전해보자.,I'll try again tomorrow.,明日また挑戦してみるわ。,明天再来挑战吧。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12311,Lightning_Fail,0,@Camera::Lightning::Camera,에잇- 또 실패네. \내일 다시 도전하겠어!,Ugh- failed again. \I'll try again tomorrow!,くっ- また失敗か。\明日また挑戦するわ！,唉- 又失败了。\明天再来挑战！,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12320,Lightning_Defeat,0,@Camera::Lightning::Camera,여긴- [던전경주]를 하기엔 너무 위험한 것 같아.,This place seems too dangerous for Dungeon Racing.,ここは- ダンジョンレースをするには危険すぎるわ。,这里- 对地下城竞速来说太危险了。,,,,,,,,
,,,1,,기록도 중요하지만- 목숨이 먼저지.,Records are important- but life comes first.,記録も大事だけど- 命が先よ。,记录固然重要- 但性命更重要。,,,,,,,,
,,,2,,여긴 포기하는 게 좋겠어.,Better give up on this one.,ここは諦めた方がいいわね。,这里还是放弃比较好。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,12400,Lightning_Success,0,@Camera::Lightning::Camera,야호! 성공이야~ \역시 난 최고라니까.,Yahoo! Success~ \I told you I'm the best.,やった！成功よ〜 \やっぱり私は最高ね。,耶！成功了~ \我就说我是最强的吧。,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,15000,RetiredHero_0,0, @Target::RetiredHero::Target,나도 이제 늙었구만…,I'm getting old...,俺も歳をとったか...。,我也老了啊…,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Bubble,15010,RetiredHero_10,0, @Action::Hero_Quest_1::Action,안녕하세요. 뭘 하고 계시는가요?,Hello. What are you doing?,こんにちは。何をしているのですか？,你好。你在做什么？,,,,,,,,
,,,1, @Target::RetiredHero::Target,음? 초보 모험가인가.,Hmm? A novice adventurer- I see.,うーん？初心者の冒険者ですか。,嗯？ 是一个新手冒险者啊。,,,,,,,,
,,,2,,보다시피 몸을 좀 풀고 있다네.,Just stretching a bit- as you can see.,ご覧の通り、体を少しほぐしているのです。,如你所见- 我只是在做些伸展运动。,,,,,,,,
,,,3, @Target::Player::Target,네? 과거에 영웅으로 활동하셨던 분이 갑자기 왜…,Huh? Why is a former hero suddenly here…,え？かつて英雄として活動していた方が突然どうして…,咦？ 为什么一位前英雄突然出现在这里…,,,,,,,,
,,,4, @Target::RetiredHero::Target,오- 나를 아는가?,Oh- You recognize me?,おお- 私を知っているのですか？,哦- 你认出我来了？,,,,,,,,
,,,5,,아직까지 기억하는 모험가가 남아있을 줄이야.,I didn't think \any adventurers would remember me.,まだ覚えている冒険者がいるとは\思いませんでした。,我没想到\还有冒险者会记得我。,,,,,,,,
,,,6, @Target::Player::Target,모를리가요. \제가 동경하던 모험가 중 한 분이셨습니다.,How could I not? \You were one of the heroes I admired.,知らないわけがありません。\あなたは僕が憧れていた英雄の一人ですから。,我怎么可能不认识您呢？\您是我仰慕的英雄之一。,,,,,,,,
,,,7, @Target::RetiredHero::Target,헛헛- 사람을 기분 좋게 하는 재주가 있구먼.,Haha- I do have a knack for \making people feel good.,はは- 人を喜ばせる才能があるようですね。,哈哈- 我确实有让人\感觉良好的本事。,,,,,,,,
,,,8, @Target::Player::Target,그러고 보니 무슨 일로 길드에 계신 건가요?,By the way- what brings you to the guild?,そういえば、何でギルドにいらっしゃるのですか？,话说回来- 你来公会有什么事？,,,,,,,,
,,,9, @Target::RetiredHero::Target,어디보자… \자네 혹시 초보자 던전이라고 아는가?,Let me see… \Do you happen to know about \the Novice dungeon?,そうですね… \例えば初心者ダンジョンについて\知っているのですか？,让我想想… \你知道\新手地下城吗？,,,,,,,,
,,,10, @Target::Player::Target,네. 저같은 초보 모험가들이 가기 좋은 곳이죠.,Yes. It’s a good place for beginners like me.,はい。僕のような初心者にとって良い場所です。,是的。那是像我这样的新手去的好地方。,,,,,,,,
,,,11, @Target::RetiredHero::Target,그래그래. \그 초보자 던전말이지.,Yes- yes. That Novice dungeon.,そうそう、その初心者ダンジョンです。,对- 对。就是那个新手地下城。,,,,,,,,
,,,12,,내가 은퇴 후 육성하던 \제자가 한 명 있는데 말이야.,I have a former apprentice \who I trained after retirement.,引退後に育てていた弟子がいるのですが。,我有一个退休后\训练的前徒弟。,,,,,,,,
,,,13,,아직 초짜지만 그래도 내가 가르친 만큼 \그렇게 약한 건 아니란 말이지?,Although they’re still inexperienced- \they’re not as weak as you \might think based on my training.,まだ初心者ですが、私が教えた分、\そんなに弱くはないはずです。,虽然他们还缺乏经验-\但基于我的训练-\他们并不像你想象的那么弱。,,,,,,,,
,,,14,,그런데 이 녀석이 초보자 던전에 가서 \큰 부상을 입고 돌아왔어.,But this person went to the Novice dungeon \and returned with severe injuries.,しかし、その弟子が初心者ダンジョンで\重傷を負って帰ってきたのです。,但这个人去了新手地下城-\回来时带着严重的伤。,,,,,,,,
,,,15,,분명 그 정도 던전은 손쉽게 \격파할 거라고 생각했는데 말이지.,I thought such a dungeon \would be easily conquered.,そんなダンジョンは簡単に攻略できると\思っていたのですが。,我本以为这样的地下城\会很容易被征服。,,,,,,,,
,,,16, @Target::Player::Target,정말요? 혹시 제자가 거짓말을 한건…,Really? Could it be that your apprentice is lying…,本当ですか？\もしかして弟子が嘘をついているのでは…,真的吗？ 会不会是你的徒弟在撒谎…,,,,,,,,
,,,17, @Target::RetiredHero::Target,그럴 리가 없잖나. \멍청해도 거짓말을 하는 놈은 아니야.,That can’t be. \Even if they’re foolish- \they’re not a liar.,そんなわけがありません。\愚かでも嘘をつくようなことはありません。,不可能。\即使他们愚蠢-\也不是说谎的人。,,,,,,,,
,,,18, @Target::Player::Target,그렇지만 초보자 던전은 아주 쉬운 던전이 아닌가요?,But isn’t the Novice dungeon supposed to be very easy?,しかし初心者ダンジョンはとても\簡単なダンジョンではないのですか？,但新手地下城不是应该很容易吗？,,,,,,,,
,,,19, @Target::RetiredHero::Target,바로 그 점이 이상한 부분이지.,That’s precisely what’s strange.,その点がまさにおかしいのです。,这正是奇怪的地方。,,,,,,,,
,,,20,,제자 말로는 더 이상 초보자 수준의 \던전이 아닌 것 같다고 하더라고.,According to my apprentice- it seems like \it’s no longer a beginner’s dungeon.,弟子によれば、\もはや初心者レベルの\ダンジョンではないようです。,据我的徒弟说- 似乎\那里不再是新手级的地下城了。,,,,,,,,
,,,21,,그래서 내가 직접 확인해 보려고 \준비 중인 걸세.,So- I’m preparing to check it out myself.,それで、\私自身で確認しようと準備しているのです。,所以- 我正准备亲自去看看。,,,,,,,,
,,,22, @Target::Player::Target,그러시군요…,I see…,そうですか…,原来如此…,,,,,,,,
,,,23,,혹시 던전에 가시는 날짜가 언제인가요?,When are you planning to go to the dungeon?,ちなみに、ダンジョンに行く予定の日にちはいつですか？,你打算什么时候去地下城？,,,,,,,,
,,,24, @Target::RetiredHero::Target,음? 아마 12일에 가려고 하고 있네.,Hmm? I’m planning to go on the 12th.,うーん？おそらく12日に行こうと思っています。,嗯？ 我计划12号去。,,,,,,,,
,,,25,,그런데 그건 왜 묻는가?,Why do you ask?,それはどうして聞くのですか？,你为什么问这个？,,,,,,,,
,,,26, @Target::Player::Target,아- 혹시 영웅분의 활약상을 조금이나마 볼 수 있을까 해서…,Ah- I was hoping to see a bit of the hero’s prowess…,ああ、 英雄の活躍を少しでも見たいと思いまして…,啊- 我是希望能看到一点英雄的风采…,,,,,,,,
,,,27, @Target::RetiredHero::Target,하하- 자넨 역시 말을 잘하는구만.,Haha- You sure know how to talk.,はは、 あなたは本当に上手に話しますね。,哈哈- 你真会说话。,,,,,,,,
,,,28,,그렇지만 도움은 필요 없다네. \오히려 방해만 되겠지.,But I don’t need any help. \It would only be a hindrance.,ですが、助けは必要ありません。\むしろ邪魔になるでしょう。,但我不需要任何帮助。\那只会是个阻碍。,,,,,,,,
,,,29, @Target::Player::Target,알겠습니다. 그럼 감사했습니다.,Understood. Thank you.,わかりました。それではありがとうございました。,明白了。谢谢您。,,,,,,,,
